county,share_white2000
29510,.44402775
30001,.94423962
30003,.35360304
30005,.50584537
30007,.96146488
30009,.9629631
30011,.98455882
30013,.89736408
30015,.83759338
30017,.95996571
30019,.95736241
30021,.96968013
30023,.9460429
30025,.98343319
30027,.96658462
30029,.95442998
30031,.95515299
30033,.98827207
30035,.34008545
30037,.97888678
30039,.95265019
30041,.77623087
30043,.95252389
30045,.98153716
30047,.7040562
30049,.94382185
30051,.99073213
30053,.9514671
30055,.96256953
30057,.96014905
30059,.96790892
30061,.93640459
30063,.93122721
30065,.95968342
30067,.95478684
30069,.98174441
30071,.88785046
30073,.82535303
30075,.97039831
30077,.9152084
30079,.9766472
30081,.95565999
30083,.95365167
30085,.41470918
30087,.61410087
30089,.91189253
30091,.96422154
30093,.93726337
30095,.95934331
30097,.9606539
30099,.95671374
30101,.93199003
30103,.95586526
30105,.8757872
30107,.96370077
30109,.9775281
30111,.9120093
31001,.92409086
31003,.98527503
31005,.9572072
31007,.93894994
31009,.98799312
31011,.98752779
31013,.87657267
31015,.988105
31017,.98127657
31019,.93033826
31021,.96837801
31023,.97619539
31025,.96899104
31027,.98854971
31029,.95870209
31031,.9382565
31033,.93800735
31035,.95454121
31037,.70730144
31039,.935624
31041,.97948271
31043,.71026295
31045,.9237839
31047,.71964389
31049,.95996189
31051,.93503177
31053,.94339246
31055,.80085188
31057,.94720769
31059,.97119862
31061,.98685068
31063,.97967088
31065,.97614574
31067,.97262555
31069,.97294939
31071,.98159832
31073,.98040128
31075,.98259705
31077,.97899777
31079,.83680171
31081,.97925216
31083,.98494452
31085,.96441948
31087,.97428477
31089,.98458964
31091,.97828865
31093,.98037088
31095,.97663027
31097,.92037594
31099,.96772021
31101,.94490874
31103,.95727366
31105,.94546342
31107,.91191852
31109,.89332926
31111,.92721868
31113,.97674417
31115,.9775281
31117,.97185743
31119,.8862763
31121,.97200441
31123,.88602942
31125,.97919762
31127,.97118121
31129,.98457366
31131,.96304303
31133,.98542273
31135,.96562499
31137,.96572125
31139,.98175615
31141,.91777313
31143,.98302805
31145,.96258342
31147,.95089388
31149,.98804098
31151,.89561802
31153,.88755888
31155,.97878432
31157,.79539406
31159,.97447097
31161,.8762247
31163,.98040986
31165,.9654237
31167,.95871335
31169,.98161358
31171,.98765433
31173,.45058489
31175,.97476929
31177,.97526908
31179,.96154046
31181,.97794545
31183,.99097067
31185,.96188581
32001,.80726457
32003,.65095478
32005,.8822574
32007,.73307914
32009,.80432546
32011,.84918231
32013,.74448788
32015,.7568174
32017,.89147639
32019,.8433556
32021,.70849264
32023,.84991121
32027,.69669807
32029,.89967638
32031,.75342327
32033,.80649662
32510,.78354955
33001,.97144186
33003,.97868097
33005,.97277552
33007,.97642195
33009,.95129216
33011,.92457592
33013,.96444577
33015,.96109271
33017,.95661533
33019,.97599196
34001,.64521772
34003,.72148728
34005,.77286327
34007,.67998093
34009,.89671129
34011,.58413661
34013,.3858946
34015,.85782766
34017,.36473742
34019,.92219418
34021,.65237838
34023,.61852795
34025,.80537516
34027,.82269812
34029,.88349235
34031,.52313107
34033,.80030549
34035,.74025983
34037,.93423498
34039,.54087412
34041,.9233318
35001,.46680337
35003,.75839686
35005,.52352095
35006,.25340798
35007,.50002468
35009,.58535975
35011,.62812501
35013,.33969006
35015,.57734883
35017,.49251449
35019,.15470086
35021,.52839506
35023,.42673755
35025,.53889287
35027,.70780593
35028,.821365
35029,.39350122
35031,.12365004
35033,.16930503
35035,.55768812
35037,.58637202
35039,.13270363
35041,.6293788
35043,.53127724
35045,.48336554
35047,.18867867
35049,.44931501
35051,.70472342
35053,.37678909
35055,.33541253
35057,.57105595
35059,.6272161
35061,.39680204
36001,.81778431
36003,.96560961
36005,.14096652
36007,.90170974
36009,.94114596
36011,.924142
36013,.92040467
36015,.9037987
36017,.96937239
36019,.9245168
36021,.91333854
36023,.96136457
36025,.9493252
36027,.81138164
36029,.82461262
36031,.93671817
36033,.82281357
36035,.95094579
36037,.94276202
36039,.87476373
36041,.97120428
36043,.97269362
36045,.86990184
36047,.34931022
36049,.97806025
36051,.92948818
36053,.95794672
36055,.78037578
36057,.90635043
36059,.73589164
36061,.46795264
36063,.90723449
36065,.88412392
36067,.84359175
36069,.94192034
36071,.78251225
36073,.88233733
36075,.96484107
36077,.94516629
36079,.89741307
36081,.32691488
36083,.90389413
36085,.70589852
36087,.71283281
36089,.93832064
36091,.95217109
36093,.859914
36095,.95324987
36097,.95845956
36099,.93667245
36101,.95864695
36103,.78061688
36105,.8044517
36107,.96908253
36109,.8356275
36111,.85389203
36113,.967857
36115,.94262195
36117,.92651957
36119,.6414268
36121,.90319961
36123,.97416484
37001,.73365331
37003,.91019166
37005,.93007201
37007,.50552922
37009,.96131647
37011,.92588496
37013,.67625982
37015,.36214033
37017,.56753659
37019,.80433655
37021,.87714356
37023,.85168946
37025,.82848543
37027,.91356367
37029,.80116189
37031,.8930372
37033,.60700196
37035,.82935816
37037,.72559381
37039,.94215935
37041,.60293597
37043,.97267175
37045,.76967984
37047,.63223034
37049,.69299412
37051,.53690946
37053,.89370829
37055,.93464524
37057,.86642969
37059,.88707054
37061,.55449599
37063,.50490594
37065,.40721312
37067,.67392558
37069,.66548097
37071,.8224197
37073,.58231008
37075,.9161877
37077,.61260617
37079,.50118864
37081,.64860183
37083,.42708734
37085,.69483602
37087,.96026444
37089,.90079159
37091,.36805072
37093,.43572152
37095,.61620325
37097,.82852763
37099,.85139084
37101,.76388794
37103,.60561615
37105,.6713379
37107,.57451731
37109,.87422478
37111,.91036659
37113,.96093535
37115,.96758825
37117,.53094643
37119,.64411306
37121,.96945852
37123,.65922076
37125,.78775042
37127,.62562853
37129,.80500668
37131,.39264566
37133,.70817345
37135,.75837028
37137,.72880375
37139,.57568228
37141,.73009068
37143,.70484996
37145,.68711573
37147,.62562907
37149,.90220743
37151,.86254013
37153,.63438183
37155,.30772597
37157,.76877558
37159,.78795624
37161,.86020064
37163,.57181662
37165,.51691806
37167,.84042233
37169,.92623174
37171,.88068795
37173,.65776336
37175,.93041974
37177,.5550735
37179,.83110136
37181,.47511965
37183,.70449775
37185,.38665801
37187,.47676376
37189,.95348084
37191,.61912245
37193,.9156509
37195,.57664186
37197,.89267725
37199,.95863801
38001,.98341691
38003,.97509503
38005,.46324328
38007,.98423421
38009,.96954489
38011,.98551488
38013,.99018735
38015,.94698995
38017,.94849443
38019,.97731984
38021,.96986365
38023,.98598337
38025,.86138886
38027,.96082699
38029,.98291385
38031,.98882681
38033,.97193348
38035,.92409515
38037,.96656108
38039,.99092227
38041,.98716581
38043,.98910278
38045,.98872155
38047,.98570192
38049,.98480415
38051,.98200589
38053,.76068348
38055,.92087811
38057,.95794404
38059,.95272362
38061,.67693871
38063,.98546433
38065,.97094429
38067,.93853384
38069,.98049647
38071,.91923016
38073,.97606945
38075,.97126436
38077,.96350598
38079,.24026594
38081,.979873
38083,.9894737
38085,.13818114
38087,.99608868
38089,.9680925
38091,.98317093
38093,.96870166
38095,.97253132
38097,.96319121
38099,.92216468
38101,.92141229
38103,.98860562
38105,.92428064
39001,.97354966
39003,.84916574
39005,.97190773
39007,.93163162
39009,.9269439
39011,.97735554
39013,.9451161
39015,.97804058
39017,.90673
39019,.97785819
39021,.95355242
39023,.88111728
39025,.96582222
39027,.95542371
39029,.95590651
39031,.97036362
39033,.97491926
39035,.69077796
39037,.97655421
39039,.89864439
39041,.93630183
39043,.87887371
39045,.94436884
39047,.95013583
39049,.75893271
39051,.92694283
39053,.94883347
39055,.96940958
39057,.88518745
39059,.95930117
39061,.74054575
39063,.93675846
39065,.97030646
39067,.96238863
39069,.930098
39071,.9665603
39073,.97128433
39075,.98468149
39077,.94321507
39079,.97528523
39081,.91942197
39083,.97265774
39085,.94379103
39087,.96121573
39089,.95148844
39091,.95696628
39093,.84088957
39095,.77059132
39097,.93164843
39099,.82026803
39101,.90075779
39103,.96580046
39105,.97385073
39107,.9779954
39109,.95268697
39111,.9844507
39113,.78254128
39115,.93481046
39117,.97964829
39119,.93726903
39121,.91965801
39123,.9468751
39125,.94689977
39127,.98219043
39129,.91768456
39131,.96276104
39133,.93918145
39135,.9820202
39137,.94931304
39139,.88469148
39141,.91196436
39143,.89271301
39145,.94550568
39147,.93513495
39149,.95537072
39151,.90270811
39153,.84250116
39155,.90470213
39157,.97452164
39159,.94846749
39161,.9672097
39163,.97767884
39165,.93885177
39167,.96904558
39169,.96132636
39171,.9521336
39173,.93279916
39175,.9733907
40001,.47590283
40003,.88247538
40005,.75811517
40007,.86534935
40009,.84783942
40011,.72761554
40013,.79295558
40015,.64450687
40017,.85511631
40019,.77228284
40021,.55176294
40023,.67853874
40025,.80679977
40027,.81650937
40029,.74467635
40031,.62924421
40033,.82788885
40035,.68094045
40037,.81408858
40039,.79422766
40041,.70168912
40043,.90736765
40045,.94768608
40047,.86893582
40049,.83441734
40051,.86550754
40053,.94295233
40055,.78585422
40057,.65823942
40059,.92996669
40061,.77466494
40063,.71421087
40065,.7163049
40067,.83732831
40069,.75385511
40071,.82477599
40073,.86252403
40075,.80535376
40077,.72411251
40079,.78330058
40081,.85746086
40083,.81691611
40085,.81332529
40087,.85790282
40089,.69547468
40091,.7220515
40093,.93574935
40095,.76823747
40097,.71511674
40099,.79196692
40101,.63111365
40103,.85552031
40105,.71910727
40107,.64881009
40109,.68445784
40111,.69097507
40113,.66263676
40115,.7297039
40117,.81746465
40119,.8351168
40121,.7641803
40123,.74933428
40125,.79017711
40127,.77106887
40129,.90221184
40131,.79584408
40133,.70262134
40135,.6746918
40137,.86470616
40139,.66252482
40141,.68691748
40143,.73712742
40145,.79325223
40147,.8004815
40149,.90312606
40151,.9182449
40153,.90230048
41001,.94587159
41003,.86940104
41005,.8898735
41007,.90992433
41009,.93095201
41011,.90118241
41013,.9150278
41015,.90860832
41017,.92956525
41019,.91930908
41021,.96031332
41023,.94592798
41025,.89783758
41027,.70814788
41029,.88847446
41031,.64873439
41033,.91447145
41035,.84183061
41037,.89266503
41039,.88650024
41041,.88281924
41043,.91202617
41045,.68814284
41047,.76426148
41049,.71139777
41051,.767492
41053,.85632491
41055,.92140639
41057,.91021883
41059,.76816773
41061,.93047619
41063,.95746261
41065,.83936965
41067,.77826899
41069,.92501616
41071,.8469916
42001,.93895358
42003,.85183197
42005,.98066771
42007,.92722917
42009,.98219597
42011,.85171932
42013,.97370505
42015,.97543776
42017,.91324252
42019,.97397077
42021,.95331746
42023,.98477519
42025,.96328568
42027,.90529132
42029,.8708235
42031,.97900093
42033,.97108626
42035,.97882664
42037,.96915287
42039,.96541703
42041,.93699461
42043,.76372075
42045,.80097997
42047,.98678136
42049,.89993131
42051,.95171422
42053,.94235557
42055,.94433063
42057,.98024923
42059,.94366485
42061,.92889369
42063,.96634614
42065,.98668897
42067,.97276014
42069,.9587515
42071,.89551032
42073,.95006728
42075,.92539811
42077,.83352256
42079,.95933074
42081,.9367795
42083,.95723134
42085,.93231308
42087,.98210633
42089,.84239942
42091,.85356891
42093,.96298695
42095,.88531828
42097,.96540397
42099,.98100203
42101,.43893901
42103,.89243871
42105,.97670776
42107,.96761835
42109,.97358
42111,.97516328
42113,.95123005
42115,.98088884
42117,.97767854
42119,.87540007
42121,.97350669
42123,.98438042
42125,.95041728
42127,.95335662
42129,.96387672
42131,.97823328
42133,.9178859
44001,.96044141
44003,.94639039
44005,.90318173
44007,.73702133
44009,.93870431
45001,.68471193
45003,.7101512
45005,.26793969
45007,.82096183
45009,.36456978
45011,.55542082
45013,.69873857
45015,.66312492
45017,.49954173
45019,.62224591
45021,.76590931
45023,.60897052
45025,.63844645
45027,.46044901
45029,.55559582
45031,.57467556
45033,.49836546
45035,.71647692
45037,.56079865
45039,.39374512
45041,.59919184
45043,.61877185
45045,.77314478
45047,.65152031
45049,.41663367
45051,.80103439
45053,.40426233
45055,.71721679
45057,.73790014
45059,.71229368
45061,.3456187
45063,.84341097
45065,.44509476
45067,.41149727
45069,.44131786
45071,.62252682
45073,.88060707
45075,.3719267
45077,.89241159
45079,.51848203
45081,.62110192
45083,.75644821
45085,.49983266
45087,.6762132
45089,.32489619
45091,.78795391
46003,.95094836
46005,.96352601
46007,.40559104
46009,.95127481
46011,.95827043
46013,.95090735
46015,.89796603
46017,.16338582
46019,.94022334
46021,.99102134
46023,.6847353
46025,.985035
46027,.92290437
46029,.96425337
46031,.35635948
46033,.93601102
46035,.95952058
46037,.91303933
46039,.97937787
46041,.2320015
46043,.97860032
46045,.98841739
46047,.89414942
46049,.99242425
46051,.98489803
46053,.92543828
46055,.958561
46057,.97996205
46059,.99132675
46061,.99458426
46063,.96600145
46065,.88629526
46067,.98423576
46069,.90903652
46071,.46659067
46073,.98692811
46075,.95641243
46077,.98077583
46079,.97380435
46081,.94656235
46083,.97008026
46085,.59971821
46087,.98274815
46089,.99173552
46091,.92242134
46093,.93033284
46095,.44455114
46097,.98231626
46099,.92593366
46101,.84398443
46102,.044512887
46103,.85759246
46105,.9649123
46107,.98031932
46109,.6755169
46111,.9798131
46115,.97310007
46117,.92893219
46119,.97429305
46121,.12620363
46123,.87005591
46125,.98585874
46127,.95661235
46129,.85625255
46135,.9400416
46137,.26359665
47001,.92442161
47003,.82454389
47005,.95793772
47007,.93604565
47009,.94255167
47011,.92148238
47013,.97650319
47015,.96140438
47017,.86972374
47019,.96922618
47021,.96095502
47023,.87582999
47025,.9731518
47027,.96088278
47029,.95569479
47031,.92491269
47033,.79382735
47035,.97462928
47037,.66352892
47039,.93380237
47041,.93767428
47043,.92730224
47045,.85665041
47047,.64154589
47049,.98777103
47051,.91301477
47053,.80550814
47055,.85812986
47057,.97716391
47059,.96013725
47061,.97768009
47063,.88462347
47065,.76977718
47067,.97631884
47069,.575629
47071,.94204396
47073,.96725595
47075,.46253428
47077,.90089893
47079,.88904864
47081,.93143749
47083,.94151449
47085,.95017827
47087,.98001432
47089,.95245796
47091,.95717186
47093,.88120121
47095,.66391158
47097,.62912822
47099,.96327692
47101,.96226805
47103,.89922792
47105,.95317531
47107,.92028797
47109,.91695189
47111,.97058469
47113,.67060977
47115,.93955147
47117,.88476473
47119,.81900835
47121,.97317529
47123,.94188654
47125,.71277517
47127,.95732969
47129,.96088475
47131,.87270302
47133,.98173571
47135,.96130419
47137,.98483318
47139,.97774851
47141,.93259674
47143,.94645029
47145,.94860983
47147,.88539565
47149,.85214484
47151,.98085856
47153,.98002177
47155,.96578169
47157,.51687431
47159,.94936419
47161,.94576967
47163,.96132571
47165,.911524
47167,.78047997
47169,.86379606
47171,.97126591
47173,.97857922
47175,.98710626
47177,.90619326
47179,.93155265
47181,.91362703
47183,.89460289
47185,.96114695
47187,.90327311
47189,.91034877
48001,.65104657
48003,.56379336
48005,.7030285
48007,.73411167
48009,.9333933
48011,.9348231
48013,.39585814
48015,.71947932
48017,.50303304
48019,.83920163
48021,.65298533
48023,.85780603
48025,.34849623
48027,.57062221
48029,.39181882
48031,.82198781
48033,.8559671
48035,.84430718
48037,.71573043
48039,.64932734
48041,.68166184
48043,.54181892
48045,.73687148
48047,.07914117
48049,.79285151
48051,.68886673
48053,.82249832
48055,.50267708
48057,.5235365
48059,.91633219
48061,.14799601
48063,.65497142
48065,.90505236
48067,.77506572
48069,.45228302
48071,.79395545
48073,.70038855
48075,.64569008
48077,.93704814
48079,.4997319
48081,.79688609
48083,.82394785
48085,.78413665
48087,.71397382
48089,.65304226
48091,.7686131
48093,.77501893
48095,.57110441
48097,.85177946
48099,.61326814
48101,.7079832
48103,.52127129
48105,.4371798
48107,.46888968
48109,.24638656
48111,.6800124
48113,.45768929
48115,.42180336
48117,.40123513
48119,.86965263
48121,.77447599
48123,.61038876
48125,.6723389
48127,.13254696
48129,.87884641
48131,.10547446
48133,.85856533
48135,.51675159
48137,.5370028
48139,.73325115
48141,.17309819
48143,.83249879
48145,.57029742
48147,.84308177
48149,.79449469
48151,.74968725
48153,.49906594
48155,.78729963
48157,.50686586
48159,.8573581
48161,.74472409
48163,.19823278
48165,.63099712
48167,.65469837
48169,.56650245
48171,.828807
48173,.67923188
48175,.59391659
48177,.5171603
48179,.78233099
48181,.84120864
48183,.69312966
48185,.64595228
48187,.62990606
48189,.45360562
48191,.63379163
48193,.91070306
48195,.6716435
48197,.78979677
48199,.89858848
48201,.45157313
48203,.70244497
48205,.77117574
48207,.7553885
48209,.61542845
48211,.81229484
48213,.84611428
48215,.10467849
48217,.78559953
48219,.57787108
48221,.90423471
48223,.81257564
48225,.64105988
48227,.55570871
48229,.23026316
48231,.80516887
48233,.80194962
48235,.74590629
48237,.85135341
48239,.66729695
48241,.7712974
48243,.62347078
48245,.53552598
48247,.089751028
48249,.23365384
48251,.83590961
48253,.56376398
48255,.41438627
48257,.7790255
48259,.81300163
48261,.20289855
48263,.90454018
48265,.77650946
48267,.7832492
48269,.88483149
48271,.46966559
48273,.28854021
48275,.66764051
48277,.81536508
48279,.51582497
48281,.79912484
48283,.18990794
48285,.81063318
48287,.69031405
48289,.80602103
48291,.74754375
48293,.66318762
48295,.75775188
48297,.593247
48299,.9316988
48301,.89552242
48303,.64264828
48305,.51540881
48307,.70752937
48309,.66416991
48311,.65334898
48313,.62444431
48315,.71270096
48317,.56721586
48319,.7897045
48321,.52675456
48323,.036549307
48325,.5106706
48327,.66398305
48329,.62118161
48331,.69510734
48333,.84544927
48335,.55435967
48337,.92802393
48339,.82144815
48341,.49112815
48343,.70613688
48345,.82187939
48347,.70650494
48349,.65759474
48351,.73955154
48353,.67441785
48355,.39626896
48357,.65523458
48359,.84759724
48361,.87078416
48363,.82575232
48365,.77597153
48367,.89593035
48369,.48606476
48371,.33240527
48373,.74683374
48375,.57909477
48377,.14140239
48379,.89501774
48381,.85398275
48383,.46452194
48385,.75680995
48387,.76718152
48389,.28314337
48391,.47271895
48393,.95828635
48395,.62535632
48397,.83073258
48399,.6808387
48401,.71158314
48403,.87061661
48405,.69791424
48407,.80917734
48409,.46693549
48411,.75020409
48413,.54344124
48415,.65006793
48417,.91278011
48419,.70458925
48421,.71029502
48423,.69130152
48425,.84892678
48427,.019862361
48429,.81439072
48431,.68557072
48433,.83402246
48435,.47436839
48437,.57946271
48439,.64658129
48441,.7386272
48443,.4893617
48445,.50992936
48447,.89459461
48449,.6072064
48451,.63921607
48453,.5794422
48455,.82947141
48457,.82205957
48459,.84432101
48461,.54018396
48463,.33573899
48465,.2324398
48467,.88604373
48469,.5359115
48471,.60193455
48473,.51472157
48475,.52316403
48477,.70781654
48479,.053053912
48481,.53259188
48483,.83167917
48485,.73895681
48487,.69172257
48489,.11769381
48491,.74974257
48493,.62095857
48495,.53373688
48497,.86203742
48499,.87040854
48501,.51826346
48503,.86820453
48505,.14651686
48507,.080539823
49001,.91457754
49003,.9076274
49005,.90089035
49007,.86544222
49009,.92616719
49011,.90073323
49013,.88680995
49015,.92560911
49017,.93770576
49019,.89460093
49021,.91301936
49023,.95149618
49025,.94737077
49027,.89957112
49029,.97344333
49031,.93310106
49033,.97297299
49035,.815184
49037,.42545024
49039,.90218717
49041,.94153517
49043,.90094399
49045,.87248623
49047,.86410141
49049,.90301967
49051,.93414873
49053,.91509807
49055,.96014351
49057,.8415876
50001,.96189445
50003,.9707576
50005,.97012419
50007,.94394255
50009,.9627611
50011,.95664853
50013,.97059131
50015,.96756148
50017,.97544813
50019,.966977
50021,.97659522
50023,.96105409
50025,.96043509
50027,.97119242
51001,.60500944
51003,.82818246
51005,.92927724
51007,.70257533
51009,.77274984
51011,.75702053
51013,.62173438
51015,.9449293
51017,.92016637
51019,.90211213
51021,.94631153
51023,.94621325
51025,.41500813
51027,.96332973
51029,.58727968
51031,.8310439
51033,.62292427
51035,.97218722
51036,.35844076
51037,.64585859
51041,.76245975
51043,.90318507
51045,.98664308
51047,.77224582
51049,.59745646
51051,.98590195
51053,.64179516
51057,.57589442
51059,.6404236
51061,.86848235
51063,.95709008
51065,.79430836
51067,.8860845
51069,.9380973
51071,.96885467
51073,.85537231
51075,.73025477
51077,.91937393
51079,.90271574
51081,.38592708
51083,.59807789
51085,.87894183
51087,.68142372
51089,.72655612
51091,.98856467
51093,.71420193
51095,.80846947
51097,.61015308
51099,.77059871
51101,.73314101
51103,.69084674
51105,.97947252
51107,.81176186
51109,.76163757
51111,.58461314
51113,.86246026
51115,.86864668
51117,.58863467
51119,.78285205
51121,.8935895
51125,.81526136
51127,.79479933
51131,.52487218
51133,.7166813
51135,.56873715
51137,.84533668
51139,.95731175
51141,.91008717
51143,.74604678
51145,.81732845
51147,.61435854
51149,.5960933
51153,.67501128
51155,.92208391
51157,.91811705
51159,.63757259
51161,.93236911
51163,.95096684
51165,.94415277
51167,.9564358
51169,.98265898
51171,.94228488
51173,.96380746
51175,.56143308
51177,.81407779
51179,.80034959
51181,.46429837
51183,.35997397
51185,.9582206
51187,.92062271
51191,.97040057
51193,.64633447
51195,.96335208
51197,.9547736
51199,.78442055
51510,.53762174
51520,.92078221
51530,.92754763
51540,.67420787
51550,.65797538
51570,.88104999
51580,.83799422
51590,.54689074
51595,.41616854
51600,.66626209
51610,.79720968
51620,.4649615
51630,.69423592
51640,.81197643
51650,.47546721
51660,.80557561
51670,.60328877
51678,.8500073
51680,.68505371
51683,.66559392
51685,.66198814
51690,.55539137
51700,.52516389
51710,.49726507
51720,.90887702
51730,.18768424
51735,.95530641
51740,.45381844
51750,.87648314
51760,.38610259
51770,.68913901
51775,.91441649
51790,.82920599
51800,.55674207
51810,.69172096
51820,.84473634
51830,.77650023
51840,.80085897
53001,.48251051
53003,.94571269
53005,.82523662
53007,.77407551
53009,.88013774
53011,.86914647
53013,.90674216
53015,.90086555
53017,.77682209
53019,.75054085
53021,.53375816
53023,.96120149
53025,.64351654
53027,.86732137
53029,.85656065
53031,.91061783
53033,.73749071
53035,.82658482
53037,.89381766
53039,.85149711
53041,.9073562
53043,.94504005
53045,.86838794
53047,.72003287
53049,.88248044
53051,.9230119
53053,.76905084
53055,.93693876
53057,.82659996
53059,.90541232
53061,.8351748
53063,.90087968
53065,.89330214
53067,.83490902
53069,.92730123
53071,.79140413
53073,.86365998
53075,.85649353
53077,.56990755
54001,.97055537
54003,.92384297
54005,.98147976
54007,.97633415
54009,.9749341
54011,.93141896
54013,.98562491
54015,.9785527
54017,.97975558
54019,.92339891
54021,.97110051
54023,.97879118
54025,.94712764
54027,.97705978
54029,.95833397
54031,.96554279
54033,.95872706
54035,.98571175
54037,.8967703
54039,.90292132
54041,.98136342
54043,.98546571
54045,.95945394
54047,.87548977
54049,.94531208
54051,.97880858
54053,.98051476
54055,.92578363
54057,.9584884
54059,.96088445
54061,.91393667
54063,.93203074
54065,.97694153
54067,.98530406
54069,.94429612
54071,.95815897
54073,.97963154
54075,.97984529
54077,.98349351
54079,.97607082
54081,.89030993
54083,.97258914
54085,.9830268
54087,.98045415
54089,.96162146
54091,.97650915
54093,.98664129
54095,.98954403
54097,.97797853
54099,.98389798
54101,.98837352
54103,.9856593
54105,.9826324
54107,.96940237
54109,.98131669
55001,.96678072
55003,.86197186
55005,.97153497
55007,.88304162
55009,.90368485
55011,.98210901
55013,.93016732
55015,.96366811
55017,.97563171
55019,.97503817
55021,.9625659
55023,.96728206
55025,.8802253
55027,.93771869
55029,.97380203
55031,.94934398
55033,.9572193
55035,.94479585
55037,.97896934
55039,.95070499
55041,.85380459
55043,.9780575
55045,.97686374
55047,.96657121
55049,.98439854
55051,.97843385
55053,.89044881
55055,.94169593
55057,.95862776
55059,.85550183
55061,.98203617
55063,.93867809
55065,.98648918
55067,.97353548
55069,.97375858
55071,.95112884
55073,.93736774
55075,.97666013
55077,.93576473
55078,.1153003
55079,.63324898
55081,.95711029
55083,.97428012
55085,.973432
55087,.93315935
55089,.95855051
55091,.98737425
55093,.97518438
55095,.97126555
55097,.94987458
55099,.9772948
55101,.80512953
55103,.97888058
55105,.89581001
55107,.97407168
55109,.9744013
55111,.96369106
55113,.81731206
55115,.91291928
55117,.91743201
55119,.98278826
55121,.98248106
55123,.98442596
55125,.88770902
55127,.91202378
55129,.96703529
55131,.96918768
55133,.94344437
55135,.97229147
55137,.94794124
55139,.9391737
55141,.95896536
56001,.8767634
56003,.91841018
56005,.94420266
56007,.82204092
56009,.91820914
56011,.97332329
56013,.74199337
56015,.89176267
56017,.94519186
56019,.95710045
56021,.83464175
56023,.96187913
56025,.91722757
56027,.97091818
56029,.94439465
56031,.92884564
56033,.94530606
56035,.96435815
56037,.86848271
56039,.91363388
56041,.92282677
56043,.86267811
56045,.94798326
72001,
72003,
72005,
72007,
72009,
72011,
72013,
72015,
72017,
72019,
72021,
72023,
72025,
72027,
72029,
72031,
72033,
72035,
72037,
72039,
72041,
72043,
72045,
72047,
72049,
72051,
72053,
72054,
72055,
72057,
72059,
72061,
72063,
72065,
72067,
72069,
72071,
72073,
72075,
72077,
72079,
72081,
72083,
72085,
72087,
72089,
72091,
72093,
72095,
72097,
72099,
72101,
72103,
72105,
72107,
72109,
72111,
72113,
72115,
72117,
72119,
72121,
72123,
72125,
72127,
72129,
72131,
72133,
72135,
72137,
72139,
72141,
72143,
72145,
72147,
72149,
72151,
72153,
2158,
